electrical_capacity;energy_source_level_1;energy_source_level_2;energy_source_level_3;technology;data_source;nuts_1_region;nuts_2_region;nuts_3_region;lon;lat;municipality;municipality_code;postcode;address;federal_state;commissioning_date;decommissioning_date;voltage_level;eeg_id;dso;dso_id;tso
0.1;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.38472784;49.345465;Neunburg;9376147.0;92431.0;;Brandenburg;1936-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.033;Renewable energy;Hydro;;Run-of-river;Amprion;DE2;DE27;DE27C;10.4944247;48.05863744;Mindelheim;9778173.0;87719.0;;Bayern;1936-10-01;;low voltage;;Vereinigte Wertach-Elektrizitätswerke GmbH;10000140.0;Amprion
0.0075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.20378429;49.50145427;;9376153.0;92536.0;;Brandenburg;1937-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.02;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.47984316;49.10741474;;9372125.0;93167.0;;Brandenburg;1937-01-01;;low voltage;;Elektrizitätswerk Wörth a.d. Donau Rupert Heider & Co. KG;10003233.0;TenneT
0.292;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.24314295;49.20780579;Nittenau;9376149.0;93149.0;;Brandenburg;1937-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.108;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.38472784;49.345465;Neunburg;9376147.0;92431.0;;Brandenburg;1937-01-02;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.254;Renewable energy;Hydro;;Run-of-river;Amprion;DEA;DEA5;DEA57;8.849161414;51.44496732;Marsberg;5958024.0;34431.0;;Nordrhein-Westfalen;1938-01-01;;medium voltage;;Westnetz GmbH;10003764.0;Amprion
0.145;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE234;11.93896029;49.3049658;Rieden;9371146.0;92286.0;;Brandenburg;1938-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.18;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.20832962;49.74057443;Störnstein;9374158.0;92721.0;;Brandenburg;1938-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.16;Renewable energy;Hydro;;Run-of-river;Amprion;DEA;DEA5;DEA57;8.849161414;51.44496732;Marsberg;5958024.0;34431.0;;Nordrhein-Westfalen;1938-01-01;;medium voltage;;Westnetz GmbH;10003764.0;Amprion
0.26;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.61946268;48.57426904;Obernzell;9275137.0;94130.0;;Brandenburg;1938-01-01;;medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.4870739;49.12190416;;9373112.0;92334.0;;Brandenburg;1938-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.119;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21G;12.58591209;48.26235773;Erharting;9183116.0;84513.0;;Brandenburg;1938-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.07;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE14;DE149;9.319866977;48.03911420000001;Mengen;8437076.0;88512.0;;Baden-Württemberg;1938-01-03;;low voltage;;Stadtwerke Mengen;10001553.0;TransnetBW
0.065;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE14;DE149;9.319866977;48.03911420000001;Mengen-Ennetach;8437076.0;88512.0;;Baden-Württemberg;1938-01-03;;low voltage;;Stadtwerke Mengen;10001553.0;TransnetBW
0.9;Renewable energy;Hydro;;Run-of-river;Amprion;DEA;DEA5;DEA59;8.00203884;51.19939676;Finnentrop;5966012.0;57413.0;;Nordrhein-Westfalen;1938-09-10;;medium voltage;;BIGGE ENERGIE GmbH & Co. KG;10003897.0;Amprion
0.075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.90694568;49.02964328;Deuerling;9375127.0;93180.0;;Brandenburg;1939-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.89776741;49.07524701;Laaber;9375162.0;93164.0;;Brandenburg;1939-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.475;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE13;DE132;7.962248687;47.90916839;Oberried;8315084.0;79254.0;;Baden-Württemberg;1939-01-01;;medium voltage;;bnNETZE GmbH;10003005.0;TransnetBW
0.07;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.38472784;49.345465;Neunburg;9376147.0;92431.0;;Brandenburg;1939-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.485;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE13;DE132;7.962248687;47.90916839;Oberried;8315084.0;79254.0;;Baden-Württemberg;1939-01-01;;medium voltage;;bnNETZE GmbH;10003005.0;TransnetBW
0.045;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE226;11.77564191;48.7946258;Neustadt;9273152.0;93333.0;;Brandenburg;1939-12-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.074;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.94327379;49.01903393;Nittendorf;9375175.0;93152.0;;Brandenburg;1940-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0735;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE13;DE133;8.083280029;48.18394979999999;Elzach;8325014.0;79215.0;;Baden-Württemberg;1940-01-01;;low voltage;;Stadtwerke Elzach;10000627.0;TransnetBW
0.245;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.19012297;48.4424567;Bad Griesbach;9275124.0;94086.0;;Brandenburg;1940-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.034;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.58402109;49.02133707;Dietfurt;9373121.0;92345.0;;Brandenburg;1940-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.058;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE14;DE149;9.319866977;48.03911420000001;Mengen;8437076.0;88512.0;;Baden-Württemberg;1940-01-02;;medium voltage;;Stadtwerke Mengen;10001553.0;TransnetBW
0.0195;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE2;DE27;DE277;10.44584654;48.63176479;;9773183.0;89426.0;;Bayern;1940-02-16;;low voltage;;Netzgesellschaft Ostwürttemberg DonauRies GmbH;10002974.0;TransnetBW
0.38;Renewable energy;Hydro;;Run-of-river;Amprion;DEA;DEA2;DEA2A;7.699426725;50.95924979999999;Reichshof;5374040.0;51580.0;;Nordrhein-Westfalen;1940-03-31;;medium voltage;;Rheinische NETZGesellschaft mbH;10001817.0;Amprion
0.048;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE234;11.93622528;49.35627589999999;Ensdorf;9371120.0;92266.0;;Brandenburg;1941-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.25;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE11;DE11A;9.762847452;49.12496191;Schwäbisch Hall;8127076.0;74523.0;;Baden-Württemberg;1941-01-01;;medium voltage;;Stadtwerke Schwäbisch Hall GmbH;10000349.0;TransnetBW
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;12.35761307;49.88853001;;9377154.0;95643.0;;Brandenburg;1941-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.099;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE11;DE11D;9.970718264;48.9100061;Abtsgmünd;8136002.0;73453.0;;Baden-Württemberg;1942-01-01;;medium voltage;;Netzgesellschaft Ostwürttemberg DonauRies GmbH;10002974.0;TransnetBW
4.9;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE11;DE118;9.147350649;49.07738887;Lauffen;8125056.0;74348.0;;Baden-Württemberg;1942-01-01;;medium voltage;;NHF Netzgesellschaft Heilbronn-Franken mbH;10003031.0;TransnetBW
0.226;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.19012297;48.4424567;Bad Griesbach;9275124.0;94086.0;;Brandenburg;1942-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.084;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22C;12.56799356;48.56118756;Marklkofen;9279126.0;84163.0;;Brandenburg;1942-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.087;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.99646836;48.99106475;Sinzing;9375199.0;93161.0;;Brandenburg;1942-02-09;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.21708857;48.55857061;;9275138.0;94496.0;;Brandenburg;1942-12-14;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.033;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.42126332;49.64957166;Pleystein;9374147.0;92714.0;;Brandenburg;1943-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0125;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;12.33220458;48.91390327;;9375201.0;93104.0;;Brandenburg;1943-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.1248;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21G;12.58591209;48.26235773;Töging;9171132.0;84513.0;;Brandenburg;1943-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.09;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21F;11.94323725;47.74296137;Fischbachau;9182114.0;83730.0;;Brandenburg;1943-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.39316406;49.49684765;;9376171.0;92552.0;;Brandenburg;1943-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.58402109;49.02133707;;9373121.0;92345.0;;Brandenburg;1943-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.23;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE25;DE259;11.27187494;49.53745886;Lauf a.d. Pegnitz;9574138.0;91207.0;;Brandenburg;1943-01-01;;low voltage / medium voltage;;StWL Städtische Werke Lauf a.d. Pegnitz GmbH;10001159.0;TenneT
0.36;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE73;DE733;9.747534561;51.01292322;Rotenburg;6632018.0;36199.0;;Hamburg;1943-09-01;;medium voltage;;EAM Netz GmbH;10003990.0;TenneT
0.067;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.40158626;49.70870312;Georgenberg;9374123.0;92697.0;;Brandenburg;1944-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.099;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.42571768;49.57269958;Moosbach;9374137.0;92709.0;;Brandenburg;1944-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.033;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE234;11.82439971;49.30878862;Hohenburg;9371129.0;92277.0;;Brandenburg;1944-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
1.7;Renewable energy;Hydro;;Run-of-river;50Hertz;DEG;DEG0;DEG0I;11.50303541;50.58002658;Kaulsdorf;16073038.0;7338.0;;Thüringen;1945-01-01;;extra high voltage;;50Hertz Transmission GmbH;10000450.0;50Hertz
0.025;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.17590196;49.73200596;;9374139.0;92660.0;;Brandenburg;1945-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.009;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21K;12.30026448;47.90193659;;9187128.0;83093.0;;Brandenburg;1945-01-01;;low voltage;;Elektrizitätswerk Stern KG Bad Endorf;10000126.0;TenneT
0.004;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE24;DE24B;11.60878622;50.05799014;;9477121.0;95502.0;;Brandenburg;1945-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.071;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.20832962;49.74057443;Störnstein;9374158.0;92721.0;;Brandenburg;1945-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.019;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE73;DE737;9.979838342;51.1436622;;6636014.0;37287.0;;Hamburg;1946-01-01;;low voltage;;Stadtwerke Eschwege GmbH;10000668.0;TenneT
0.0365;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE234;11.82439971;49.30878862;Hohenburg;9371129.0;92277.0;;Brandenburg;1946-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.046;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.42571768;49.57269958;Moosbach;9374137.0;92709.0;;Brandenburg;1946-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.01;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22B;12.44347768;48.86540495;;9278172.0;94368.0;;Brandenburg;1946-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.095;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE73;DE737;9.979838342;51.1436622;Wehretal;6636014.0;37287.0;;Hamburg;1946-01-01;;low voltage;;Stadtwerke Eschwege GmbH;10000668.0;TenneT
0.033;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22B;12.32085682;48.77024834;Laberweinting;9278144.0;84082.0;;Brandenburg;1946-03-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.145;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21M;12.4663824;47.71900735;Unterwössen;9189160.0;83246.0;;Brandenburg;1946-03-31;;low voltage;;Elektrizitätswerk Unterwössen Döllerer & Greimel Netz GmbH & Co. KG;10001313.0;TenneT
0.36;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE2;DE27;DE278;10.42721272;48.4706001;Mindelaltheim;9774127.0;89350.0;;Bayern;1946-09-27;;medium voltage;;Netzgesellschaft Ostwürttemberg DonauRies GmbH;10002974.0;TransnetBW
0.09;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.99646836;48.99106475;Sinzing;9375199.0;93161.0;;Brandenburg;1947-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.022;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22C;12.71444648;48.65604347;;9279122.0;94405.0;;Brandenburg;1947-01-01;;low voltage;;Stadtwerke Landau a.d. Isar;10000621.0;TenneT
0.28;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE73;DE737;9.939766973;51.27653871;Bad Sooden-Allendorf;6636001.0;37242.0;;Hamburg;1947-05-23;;medium voltage;;EAM Netz GmbH;10003990.0;TenneT
0.058;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21M;12.4663824;47.71900735;Unterwössen;9189160.0;83246.0;;Brandenburg;1947-06-01;;low voltage;;Elektrizitätswerk Unterwössen Döllerer & Greimel Netz GmbH & Co. KG;10001313.0;TenneT
0.018;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE2;DE27;DE277;10.3651904;48.52413239;;9773136.0;89423.0;;Bayern;1947-07-01;;low voltage;;Netzgesellschaft Ostwürttemberg DonauRies GmbH;10002974.0;TransnetBW
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.52437279;49.34459126;;9372154.0;92444.0;;Brandenburg;1948-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.098;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.21171935;49.77327601;Püchersreuth;9374150.0;92715.0;;Brandenburg;1948-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.156;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE215;12.80936303;47.8520212;Teisendorf;9172134.0;83317.0;;Brandenburg;1948-08-31;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.04;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE234;11.93622528;49.35627589999999;Ensdorf;9371120.0;92266.0;;Brandenburg;1948-10-31;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.423;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.49174815;49.65726291;Waidhaus;9374164.0;92726.0;;Brandenburg;1949-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.42126332;49.64957166;Pleystein;9374147.0;92714.0;;Brandenburg;1949-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.018;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.42126332;49.64957166;;9374147.0;92714.0;;Brandenburg;1949-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.095;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE14;DE149;9.278866676;48.11692784;Bingen;8437008.0;72511.0;;Baden-Württemberg;1949-01-01;;low voltage;;Netze BW GmbH;10000843.0;TransnetBW
0.015;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE12;DE12C;8.327378104;48.53607586;;8237004.0;72270.0;;Baden-Württemberg;1949-01-01;;low voltage;;Elektro-Trück GmbH;10002968.0;TransnetBW
0.044;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE12;DE12C;8.327378104;48.53607586;Baiersbronn;8237004.0;72270.0;;Baden-Württemberg;1949-01-01;;low voltage;;Gemeindewerke Baiersbronn;10001510.0;TransnetBW
0.037;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.73491752;49.16453468;Lupburg;9373143.0;92331.0;;Brandenburg;1949-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
1.36;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21C;11.22878963;48.17876881;Fürstenfeldbruck;9179121.0;82256.0;;Brandenburg;1949-01-02;;medium voltage;;Stadtwerke Fürstenfeldbruck GmbH;10000514.0;TenneT
0.055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.4174323;49.40927958;Dieterskirchen;9376122.0;92542.0;;Brandenburg;1949-01-02;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.022;Renewable energy;Hydro;;Run-of-river;Amprion;DEB;DEB2;DEB22;6.750399528;49.99973503;Landscheid;7231503.0;54526.0;;Rheinland-Pfalz;1949-07-01;;low voltage;;Westnetz GmbH;10003764.0;Amprion
0.045;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;12.22303374;48.85969907;Pfakofen;9375182.0;93101.0;;Brandenburg;1949-07-14;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.115;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE72;DE722;8.563530236;50.58974524;Lahnau;6532015.0;35633.0;;Hamburg;1949-07-15;;medium voltage;;EAM Netz GmbH;10003990.0;TenneT
0.009;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;11.92967855;49.86481292;;9377129.0;95478.0;;Brandenburg;1950-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE216;11.53476787;47.77289624;;9173112.0;83646.0;;Brandenburg;1950-01-01;;low voltage;;Stadtwerke Bad Tölz GmbH;10001412.0;TenneT
0.01;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21G;12.26457072;48.25303412;;9183144.0;84419.0;;Brandenburg;1950-01-01;;low voltage;;Westenthanner Energieversorgung GmbH;10001406.0;TenneT
0.038;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22C;12.59736272;48.65027558;Mamming;9279125.0;94437.0;;Brandenburg;1950-01-01;;low voltage;;ew-schmid gmbh;10000343.0;TenneT
0.106;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.51754911;48.75563542;Röhrnbach;9272141.0;94133.0;;Brandenburg;1950-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.09;Renewable energy;Hydro;;Run-of-river;Amprion;DEB;DEB2;DEB25;6.826569773;49.71270522;Farschweiler;7235021.0;54317.0;;Rheinland-Pfalz;1950-01-01;;low voltage / medium voltage;;Westnetz GmbH;10003764.0;Amprion
0.13;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE26;DE264;9.447767348;50.06295264;Frammersbach;9677129.0;97833.0;;Brandenburg;1950-01-01;;low voltage;;Gemeindewerke Frammersbach;10001681.0;TenneT
1.4;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE11;DE111;9.252296713;48.77969153;Stuttgart;8111000.0;70327.0;;Baden-Württemberg;1950-01-01;;medium voltage;;Stuttgart Netze GmbH;10012047.0;TransnetBW
0.05;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.4174323;49.40927958;Dieterskirchen;9376122.0;92542.0;;Brandenburg;1950-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.09;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE217;11.43887823;48.25896952;Dachau;9174115.0;85221.0;;Brandenburg;1950-01-02;;low voltage;;Stadtwerke Dachau;10000755.0;TenneT
0.04;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE14;DE149;9.280923121;48.2557043;Gammertingen;8437031.0;72501.0;;Baden-Württemberg;1950-01-15;;low voltage;;Gammertinger Energie- u. Wasserversorgung GmbH;10000066.0;TransnetBW
0.205;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.00467066;49.2238143;Burglengenfeld;9376119.0;93133.0;;Brandenburg;1951-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.045;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE217;11.43887823;48.25896952;Dachau;9174115.0;85221.0;;Brandenburg;1951-01-01;;low voltage;;Stadtwerke Dachau;10000755.0;TenneT
0.76;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;12.38891499;49.07195498;Brennberg;9375120.0;93179.0;;Brandenburg;1951-01-01;;medium voltage;;Elektrizitätswerk Wörth a.d. Donau Rupert Heider & Co. KG;10003233.0;TenneT
2.2;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE217;11.43887823;48.25896952;Dachau;9174115.0;85221.0;;Brandenburg;1951-01-01;;medium voltage;;Stadtwerke Dachau;10000755.0;TenneT
0.12;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE217;11.43887823;48.25896952;Dachau;9174115.0;85221.0;;Brandenburg;1951-01-01;;low voltage;;Stadtwerke Dachau;10000755.0;TenneT
0.056;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE217;11.37869133;48.26512721;Bergkirchen;9174113.0;85232.0;;Brandenburg;1951-01-01;;low voltage;;Stadtwerke Dachau;10000755.0;TenneT
3.4;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE26;DE267;10.66391739;49.96286475;Eltmann;9674133.0;97483.0;;Brandenburg;1951-01-01;;medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.025;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22B;12.32085682;48.77024834;;9278144.0;84082.0;;Brandenburg;1951-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.037;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.3337219;49.62412251;Vohenstrauß;9374162.0;92648.0;;Brandenburg;1951-10-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.095;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE234;11.94194332;49.25493375;Schmidmühlen;9371148.0;92287.0;;Brandenburg;1951-11-30;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
3.6;Renewable energy;Hydro;;Run-of-river;Amprion;DE1;DE11;DE115;9.18433283;48.99781934;Hessigheim;8118028.0;74394.0;;Baden-Würtemberg;1952-01-01;;medium voltage;;Syna GmbH;10001495.0;Amprion
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.28287568;49.72284665;;9374121.0;92685.0;;Brandenburg;1952-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
1.8;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.2686068;49.52509353;Trausnitz;9376173.0;92555.0;;Brandenburg;1952-01-01;;medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0225;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE13;DE134;7.870769349;48.32668746;;8317065.0;77933.0;;Baden-Württemberg;1952-01-01;;low voltage;;Überlandwerk Mittelbaden GmbH & Co. KG;10001904.0;TransnetBW
0.028;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;12.03130095;49.83489415;;9377116.0;92681.0;;Brandenburg;1952-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.4;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE214;12.73395818;48.23840741;Neuötting;9171125.0;84524.0;;Brandenburg;1952-01-01;;medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0235;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.26915484;49.58712689999999;;9374132.0;92705.0;;Brandenburg;1952-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.028;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.39316406;49.49684765;;9376171.0;92552.0;;Brandenburg;1952-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.018;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE26;DE265;10.27811467;50.25588006;;9672135.0;97702.0;;Brandenburg;1952-02-11;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.28287568;49.72284665;;9374121.0;92685.0;;Brandenburg;1952-04-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
